place_name,place_type,year_quarter,value,source_sheet,id
כפר ביל''ו,מועצה אזורית גזר,2013_2,1.0,1,1941
כפר ביל''ו,מועצה אזורית גזר,2013_3,1.0,1,1942
כפר ביל''ו,מועצה אזורית גזר,2013_4,0,1,1943
כפר ביל''ו,מועצה אזורית גזר,2014_1,0,1,1944
כפר ביל''ו,מועצה אזורית גזר,2014_2,0,1,1945
כפר ביל''ו,מועצה אזורית גזר,2014_3,1.0,1,1946
כפר ביל''ו,מועצה אזורית גזר,2014_4,0,1,1947
כפר ביל''ו,מועצה אזורית גזר,2015_1,0,1,1948
כפר ביל''ו,מועצה אזורית גזר,2015_2,0,1,1949
כפר ביל''ו,מועצה אזורית גזר,2015_3,0,1,1950
כפר ביל''ו,מועצה אזורית גזר,2015_4,0,1,1951
כפר ביל''ו,מועצה אזורית גזר,2016_1,0,1,1952
כפר ביל''ו,מועצה אזורית גזר,2016_2,0,1,1953
כפר ביל''ו,מועצה אזורית גזר,2016_3,5.0,1,1954
כפר ביל''ו,מועצה אזורית גזר,2016_4,0,1,1955
כפר ביל''ו,מועצה אזורית גזר,2017_1,1.0,1,1956
כפר ביל''ו,מועצה אזורית גזר,2017_2,0,1,1957
כפר בלום,מועצה אזורית הגליל העליון,2012_1,0,1,1958
כפר בלום,מועצה אזורית הגליל העליון,2012_2,0,1,1959
כפר בלום,מועצה אזורית הגליל העליון,2012_3,0,1,1960
כפר בלום,מועצה אזורית הגליל העליון,2012_4,0,1,1961
כפר בלום,מועצה אזורית הגליל העליון,2013_1,0,1,1962
כפר בלום,מועצה אזורית הגליל העליון,2013_2,0,1,1963
כפר בלום,מועצה אזורית הגליל העליון,2013_3,0,1,1964
כפר בלום,מועצה אזורית הגליל העליון,2013_4,0,1,1965
כפר בלום,מועצה אזורית הגליל העליון,2014_1,0,1,1966
כפר בלום,מועצה אזורית הגליל העליון,2014_2,0,1,1967
כפר בלום,מועצה אזורית הגליל העליון,2014_3,0,1,1968
כפר בלום,מועצה אזורית הגליל העליון,2014_4,0,1,1969
כפר בלום,מועצה אזורית הגליל העליון,2015_1,0,1,1970
כפר בלום,מועצה אזורית הגליל העליון,2015_2,1.0,1,1971
כפר בלום,מועצה אזורית הגליל העליון,2015_3,0,1,1972
כפר בלום,מועצה אזורית הגליל העליון,2015_4,0,1,1973
כפר בלום,מועצה אזורית הגליל העליון,2016_1,0,1,1974
כפר בלום,מועצה אזורית הגליל העליון,2016_2,0,1,1975
כפר בלום,מועצה אזורית הגליל העליון,2016_3,1.0,1,1976
כפר בלום,מועצה אזורית הגליל העליון,2016_4,0,1,1977
כפר בלום,מועצה אזורית הגליל העליון,2017_1,3.0,1,1978
כפר בלום,מועצה אזורית הגליל העליון,2017_2,0,1,1979
כפר בן נון,מועצה אזורית גזר,2012_1,0,1,1980
כפר בן נון,מועצה אזורית גזר,2012_2,0,1,1981
כפר בן נון,מועצה אזורית גזר,2012_3,0,1,1982
כפר בן נון,מועצה אזורית גזר,2012_4,0,1,1983
כפר בן נון,מועצה אזורית גזר,2013_1,1.0,1,1984
כפר בן נון,מועצה אזורית גזר,2013_2,0,1,1985
כפר בן נון,מועצה אזורית גזר,2013_3,1.0,1,1986
כפר בן נון,מועצה אזורית גזר,2013_4,0,1,1987
כפר בן נון,מועצה אזורית גזר,2014_1,0,1,1988
כפר בן נון,מועצה אזורית גזר,2014_2,1.0,1,1989
כפר בן נון,מועצה אזורית גזר,2014_3,0,1,1990
כפר בן נון,מועצה אזורית גזר,2014_4,0,1,1991
כפר בן נון,מועצה אזורית גזר,2015_1,0,1,1992
כפר בן נון,מועצה אזורית גזר,2015_2,0,1,1993
כפר בן נון,מועצה אזורית גזר,2015_3,0,1,1994
כפר בן נון,מועצה אזורית גזר,2015_4,0,1,1995
כפר בן נון,מועצה אזורית גזר,2016_1,0,1,1996
כפר בן נון,מועצה אזורית גזר,2016_2,1.0,1,1997
כפר בן נון,מועצה אזורית גזר,2016_3,0,1,1998
כפר בן נון,מועצה אזורית גזר,2016_4,0,1,1999
כפר בן נון,מועצה אזורית גזר,2017_1,0,1,2000
כפר בן נון,מועצה אזורית גזר,2017_2,0,1,2001
כפר ברא,מועצה מקומית,2012_1,4.0,1,2002
כפר ברא,מועצה מקומית,2012_2,2.0,1,2003
כפר ברא,מועצה מקומית,2012_3,8.0,1,2004
כפר ברא,מועצה מקומית,2012_4,2.0,1,2005
כפר ברא,מועצה מקומית,2013_1,7.0,1,2006
כפר ברא,מועצה מקומית,2013_2,5.0,1,2007
כפר ברא,מועצה מקומית,2013_3,5.0,1,2008
כפר ברא,מועצה מקומית,2013_4,6.0,1,2009
כפר ברא,מועצה מקומית,2014_1,4.0,1,2010
כפר ברא,מועצה מקומית,2014_2,3.0,1,2011
כפר ברא,מועצה מקומית,2014_3,22.0,1,2012
כפר ברא,מועצה מקומית,2014_4,5.0,1,2013
כפר ברא,מועצה מקומית,2015_1,10.0,1,2014
כפר ברא,מועצה מקומית,2015_2,5.0,1,2015
כפר ברא,מועצה מקומית,2015_3,5.0,1,2016
כפר ברא,מועצה מקומית,2015_4,4.0,1,2017
כפר ברא,מועצה מקומית,2016_1,19.0,1,2018
כפר ברא,מועצה מקומית,2016_2,15.0,1,2019
כפר ברא,מועצה מקומית,2016_3,13.0,1,2020
כפר ברא,מועצה מקומית,2016_4,12.0,1,2021
כפר ברא,מועצה מקומית,2017_1,6.0,1,2022
כפר ברא,מועצה מקומית,2017_2,9.0,1,2023
כפר ברוך,מועצה אזורית עמק יזרעאל,2012_1,2.0,1,2024
כפר ברוך,מועצה אזורית עמק יזרעאל,2012_2,1.0,1,2025
כפר ברוך,מועצה אזורית עמק יזרעאל,2012_3,2.0,1,2026
כפר ברוך,מועצה אזורית עמק יזרעאל,2012_4,0,1,2027
כפר ברוך,מועצה אזורית עמק יזרעאל,2013_1,3.0,1,2028
כפר ברוך,מועצה אזורית עמק יזרעאל,2013_2,1.0,1,2029
כפר ברוך,מועצה אזורית עמק יזרעאל,2013_3,2.0,1,2030
כפר ברוך,מועצה אזורית עמק יזרעאל,2013_4,1.0,1,2031
כפר ברוך,מועצה אזורית עמק יזרעאל,2014_1,3.0,1,2032
כפר ברוך,מועצה אזורית עמק יזרעאל,2014_2,2.0,1,2033
כפר ברוך,מועצה אזורית עמק יזרעאל,2014_3,1.0,1,2034
כפר ברוך,מועצה אזורית עמק יזרעאל,2014_4,3.0,1,2035
כפר ברוך,מועצה אזורית עמק יזרעאל,2015_1,5.0,1,2036
כפר ברוך,מועצה אזורית עמק יזרעאל,2015_2,5.0,1,2037
כפר ברוך,מועצה אזורית עמק יזרעאל,2015_3,14.0,1,2038
כפר ברוך,מועצה אזורית עמק יזרעאל,2015_4,3.0,1,2039
כפר ברוך,מועצה אזורית עמק יזרעאל,2016_1,4.0,1,2040
כפר ברוך,מועצה אזורית עמק יזרעאל,2016_2,3.0,1,2041
כפר ברוך,מועצה אזורית עמק יזרעאל,2016_3,4.0,1,2042
כפר ברוך,מועצה אזורית עמק יזרעאל,2016_4,7.0,1,2043
כפר ברוך,מועצה אזורית עמק יזרעאל,2017_1,4.0,1,2044
כפר ברוך,מועצה אזורית עמק יזרעאל,2017_2,1.0,1,2045
כפר גדעון,מועצה אזורית עמק יזרעאל,2012_1,0,1,2046
כפר גדעון,מועצה אזורית עמק יזרעאל,2012_2,0,1,2047
כפר גדעון,מועצה אזורית עמק יזרעאל,2012_3,2.0,1,2048
כפר גדעון,מועצה אזורית עמק יזרעאל,2012_4,0,1,2049
כפר גדעון,מועצה אזורית עמק יזרעאל,2013_1,3.0,1,2050
כפר גדעון,מועצה אזורית עמק יזרעאל,2013_2,5.0,1,2051
כפר גדעון,מועצה אזורית עמק יזרעאל,2013_3,1.0,1,2052
כפר גדעון,מועצה אזורית עמק יזרעאל,2013_4,2.0,1,2053
כפר גדעון,מועצה אזורית עמק יזרעאל,2014_1,0,1,2054
כפר גדעון,מועצה אזורית עמק יזרעאל,2014_2,1.0,1,2055
כפר גדעון,מועצה אזורית עמק יזרעאל,2014_3,0,1,2056
כפר גדעון,מועצה אזורית עמק יזרעאל,2014_4,0,1,2057
כפר גדעון,מועצה אזורית עמק יזרעאל,2015_1,7.0,1,2058
כפר גדעון,מועצה אזורית עמק יזרעאל,2015_2,8.0,1,2059
כפר גדעון,מועצה אזורית עמק יזרעאל,2015_3,7.0,1,2060
כפר גדעון,מועצה אזורית עמק יזרעאל,2015_4,16.0,1,2061
כפר גדעון,מועצה אזורית עמק יזרעאל,2016_1,4.0,1,2062
כפר גדעון,מועצה אזורית עמק יזרעאל,2016_2,5.0,1,2063
כפר גדעון,מועצה אזורית עמק יזרעאל,2016_3,5.0,1,2064
כפר גדעון,מועצה אזורית עמק יזרעאל,2016_4,7.0,1,2065
כפר גדעון,מועצה אזורית עמק יזרעאל,2017_1,4.0,1,2066
כפר גדעון,מועצה אזורית עמק יזרעאל,2017_2,5.0,1,2067
כפר גלים,מועצה אזורית חוף הכרמל,2012_1,0,1,2068
כפר גלים,מועצה אזורית חוף הכרמל,2012_2,0,1,2069
כפר גלים,מועצה אזורית חוף הכרמל,2012_3,0,1,2070
כפר גלים,מועצה אזורית חוף הכרמל,2012_4,0,1,2071
כפר גלים,מועצה אזורית חוף הכרמל,2013_1,0,1,2072
כפר גלים,מועצה אזורית חוף הכרמל,2013_2,0,1,2073
כפר גלים,מועצה אזורית חוף הכרמל,2013_3,0,1,2074
כפר גלים,מועצה אזורית חוף הכרמל,2013_4,0,1,2075
כפר גלים,מועצה אזורית חוף הכרמל,2014_1,0,1,2076
כפר גלים,מועצה אזורית חוף הכרמל,2014_2,0,1,2077
כפר גלים,מועצה אזורית חוף הכרמל,2014_3,1.0,1,2078
כפר גלים,מועצה אזורית חוף הכרמל,2014_4,0,1,2079
כפר גלים,מועצה אזורית חוף הכרמל,2015_1,0,1,2080
כפר גלים,מועצה אזורית חוף הכרמל,2015_2,0,1,2081
כפר גלים,מועצה אזורית חוף הכרמל,2015_3,0,1,2082
כפר גלים,מועצה אזורית חוף הכרמל,2015_4,0,1,2083
כפר גלים,מועצה אזורית חוף הכרמל,2016_1,0,1,2084
כפר גלים,מועצה אזורית חוף הכרמל,2016_2,0,1,2085
כפר גלים,מועצה אזורית חוף הכרמל,2016_3,0,1,2086
כפר גלים,מועצה אזורית חוף הכרמל,2016_4,0,1,2087
כפר גלים,מועצה אזורית חוף הכרמל,2017_1,0,1,2088
כפר גלים,מועצה אזורית חוף הכרמל,2017_2,0,1,2089
כפר גלעדי,מועצה אזורית הגליל העליון,2012_1,0,1,2090
כפר גלעדי,מועצה אזורית הגליל העליון,2012_2,0,1,2091
כפר גלעדי,מועצה אזורית הגליל העליון,2012_3,1.0,1,2092
כפר גלעדי,מועצה אזורית הגליל העליון,2012_4,0,1,2093
כפר גלעדי,מועצה אזורית הגליל העליון,2013_1,0,1,2094
כפר גלעדי,מועצה אזורית הגליל העליון,2013_2,0,1,2095
כפר גלעדי,מועצה אזורית הגליל העליון,2013_3,0,1,2096
כפר גלעדי,מועצה אזורית הגליל העליון,2013_4,1.0,1,2097
כפר גלעדי,מועצה אזורית הגליל העליון,2014_1,2.0,1,2098
כפר גלעדי,מועצה אזורית הגליל העליון,2014_2,1.0,1,2099
כפר גלעדי,מועצה אזורית הגליל העליון,2014_3,0,1,2100
כפר גלעדי,מועצה אזורית הגליל העליון,2014_4,0,1,2101
כפר גלעדי,מועצה אזורית הגליל העליון,2015_1,2.0,1,2102
כפר גלעדי,מועצה אזורית הגליל העליון,2015_2,0,1,2103
כפר גלעדי,מועצה אזורית הגליל העליון,2015_3,1.0,1,2104
כפר גלעדי,מועצה אזורית הגליל העליון,2015_4,1.0,1,2105
כפר גלעדי,מועצה אזורית הגליל העליון,2016_1,0,1,2106
כפר גלעדי,מועצה אזורית הגליל העליון,2016_2,0,1,2107
כפר גלעדי,מועצה אזורית הגליל העליון,2016_3,0,1,2108
כפר גלעדי,מועצה אזורית הגליל העליון,2016_4,2.0,1,2109
כפר גלעדי,מועצה אזורית הגליל העליון,2017_1,0,1,2110
כפר גלעדי,מועצה אזורית הגליל העליון,2017_2,1.0,1,2111
כפר דניאל,מועצה אזורית חבל מודיעין,2012_1,0,1,2112
כפר דניאל,מועצה אזורית חבל מודיעין,2012_2,0,1,2113
כפר דניאל,מועצה אזורית חבל מודיעין,2012_3,0,1,2114
כפר דניאל,מועצה אזורית חבל מודיעין,2012_4,0,1,2115
כפר דניאל,מועצה אזורית חבל מודיעין,2013_1,0,1,2116
כפר דניאל,מועצה אזורית חבל מודיעין,2013_2,0,1,2117
כפר דניאל,מועצה אזורית חבל מודיעין,2013_3,0,1,2118
כפר דניאל,מועצה אזורית חבל מודיעין,2013_4,0,1,2119
כפר דניאל,מועצה אזורית חבל מודיעין,2014_1,0,1,2120
כפר דניאל,מועצה אזורית חבל מודיעין,2014_2,0,1,2121
כפר דניאל,מועצה אזורית חבל מודיעין,2014_3,3.0,1,2122
כפר דניאל,מועצה אזורית חבל מודיעין,2014_4,0,1,2123
כפר דניאל,מועצה אזורית חבל מודיעין,2015_1,0,1,2124
כפר דניאל,מועצה אזורית חבל מודיעין,2015_2,0,1,2125
כפר דניאל,מועצה אזורית חבל מודיעין,2015_3,0,1,2126
כפר דניאל,מועצה אזורית חבל מודיעין,2015_4,0,1,2127
כפר דניאל,מועצה אזורית חבל מודיעין,2016_1,0,1,2128
כפר דניאל,מועצה אזורית חבל מודיעין,2016_2,0,1,2129
כפר דניאל,מועצה אזורית חבל מודיעין,2016_3,0,1,2130
כפר דניאל,מועצה אזורית חבל מודיעין,2016_4,0,1,2131
כפר דניאל,מועצה אזורית חבל מודיעין,2017_1,0,1,2132
כפר דניאל,מועצה אזורית חבל מודיעין,2017_2,0,1,2133
כפר האורנים,מועצה אזורית מטה בנימין,2012_1,0,1,2134
כפר האורנים,מועצה אזורית מטה בנימין,2012_2,0,1,2135
כפר האורנים,מועצה אזורית מטה בנימין,2012_3,0,1,2136
כפר האורנים,מועצה אזורית מטה בנימין,2012_4,0,1,2137
כפר האורנים,מועצה אזורית מטה בנימין,2013_1,0,1,2138
כפר האורנים,מועצה אזורית מטה בנימין,2013_2,0,1,2139
כפר האורנים,מועצה אזורית מטה בנימין,2013_3,0,1,2140
כפר האורנים,מועצה אזורית מטה בנימין,2013_4,0,1,2141
כפר האורנים,מועצה אזורית מטה בנימין,2014_1,0,1,2142
כפר האורנים,מועצה אזורית מטה בנימין,2014_2,0,1,2143
כפר האורנים,מועצה אזורית מטה בנימין,2014_3,0,1,2144
כפר האורנים,מועצה אזורית מטה בנימין,2014_4,0,1,2145
כפר האורנים,מועצה אזורית מטה בנימין,2015_1,0,1,2146
כפר האורנים,מועצה אזורית מטה בנימין,2015_2,0,1,2147
כפר האורנים,מועצה אזורית מטה בנימין,2015_3,0,1,2148
כפר האורנים,מועצה אזורית מטה בנימין,2015_4,3.0,1,2149
כפר האורנים,מועצה אזורית מטה בנימין,2016_1,0,1,2150
כפר האורנים,מועצה אזורית מטה בנימין,2016_2,2.0,1,2151
כפר האורנים,מועצה אזורית מטה בנימין,2016_3,0,1,2152
כפר האורנים,מועצה אזורית מטה בנימין,2016_4,3.0,1,2153
כפר האורנים,מועצה אזורית מטה בנימין,2017_1,0,1,2154
כפר האורנים,מועצה אזורית מטה בנימין,2017_2,1.0,1,2155
כפר החורש,מועצה אזורית עמק יזרעאל,2012_1,0,1,2156
כפר החורש,מועצה אזורית עמק יזרעאל,2012_2,1.0,1,2157
כפר החורש,מועצה אזורית עמק יזרעאל,2012_3,0,1,2158
כפר החורש,מועצה אזורית עמק יזרעאל,2012_4,1.0,1,2159
כפר החורש,מועצה אזורית עמק יזרעאל,2013_1,2.0,1,2160
כפר החורש,מועצה אזורית עמק יזרעאל,2013_2,0,1,2161
כפר החורש,מועצה אזורית עמק יזרעאל,2013_3,2.0,1,2162
כפר החורש,מועצה אזורית עמק יזרעאל,2013_4,0,1,2163
כפר החורש,מועצה אזורית עמק יזרעאל,2014_1,1.0,1,2164
כפר החורש,מועצה אזורית עמק יזרעאל,2014_2,1.0,1,2165
כפר החורש,מועצה אזורית עמק יזרעאל,2014_3,0,1,2166
כפר החורש,מועצה אזורית עמק יזרעאל,2014_4,0,1,2167
כפר החורש,מועצה אזורית עמק יזרעאל,2015_1,5.0,1,2168
כפר החורש,מועצה אזורית עמק יזרעאל,2015_2,3.0,1,2169
כפר החורש,מועצה אזורית עמק יזרעאל,2015_3,0,1,2170
כפר החורש,מועצה אזורית עמק יזרעאל,2015_4,0,1,2171
כפר החורש,מועצה אזורית עמק יזרעאל,2016_1,3.0,1,2172
כפר החורש,מועצה אזורית עמק יזרעאל,2016_2,0,1,2173
כפר החורש,מועצה אזורית עמק יזרעאל,2016_3,0,1,2174
כפר החורש,מועצה אזורית עמק יזרעאל,2016_4,1.0,1,2175
כפר החורש,מועצה אזורית עמק יזרעאל,2017_1,0,1,2176
כפר החורש,מועצה אזורית עמק יזרעאל,2017_2,0,1,2177
כפר הנגיד,מועצה אזורית גן רווה,2012_1,0,1,2178
כפר הנגיד,מועצה אזורית גן רווה,2012_2,0,1,2179
כפר הנגיד,מועצה אזורית גן רווה,2012_3,1.0,1,2180
כפר הנגיד,מועצה אזורית גן רווה,2012_4,0,1,2181
כפר הנגיד,מועצה אזורית גן רווה,2013_1,2.0,1,2182
כפר הנגיד,מועצה אזורית גן רווה,2013_2,2.0,1,2183
כפר הנגיד,מועצה אזורית גן רווה,2013_3,0,1,2184
כפר הנגיד,מועצה אזורית גן רווה,2013_4,0,1,2185
כפר הנגיד,מועצה אזורית גן רווה,2014_1,1.0,1,2186
כפר הנגיד,מועצה אזורית גן רווה,2014_2,1.0,1,2187
כפר הנגיד,מועצה אזורית גן רווה,2014_3,0,1,2188
כפר הנגיד,מועצה אזורית גן רווה,2014_4,0,1,2189
כפר הנגיד,מועצה אזורית גן רווה,2015_1,0,1,2190
כפר הנגיד,מועצה אזורית גן רווה,2015_2,0,1,2191
כפר הנגיד,מועצה אזורית גן רווה,2015_3,0,1,2192
כפר הנגיד,מועצה אזורית גן רווה,2015_4,0,1,2193
כפר הנגיד,מועצה אזורית גן רווה,2016_1,0,1,2194
כפר הנגיד,מועצה אזורית גן רווה,2016_2,2.0,1,2195
כפר הנגיד,מועצה אזורית גן רווה,2016_3,0,1,2196
כפר הנגיד,מועצה אזורית גן רווה,2016_4,0,1,2197
כפר הנגיד,מועצה אזורית גן רווה,2017_1,0,1,2198
כפר הנגיד,מועצה אזורית גן רווה,2017_2,0,1,2199
כפר הנשיא,מועצה אזורית הגליל העליון,2012_1,2.0,1,2200
כפר הנשיא,מועצה אזורית הגליל העליון,2012_2,0,1,2201
כפר הנשיא,מועצה אזורית הגליל העליון,2012_3,0,1,2202
כפר הנשיא,מועצה אזורית הגליל העליון,2012_4,1.0,1,2203
כפר הנשיא,מועצה אזורית הגליל העליון,2013_1,0,1,2204
כפר הנשיא,מועצה אזורית הגליל העליון,2013_2,1.0,1,2205
כפר הנשיא,מועצה אזורית הגליל העליון,2013_3,0,1,2206
כפר הנשיא,מועצה אזורית הגליל העליון,2013_4,0,1,2207
כפר הנשיא,מועצה אזורית הגליל העליון,2014_1,0,1,2208
כפר הנשיא,מועצה אזורית הגליל העליון,2014_2,0,1,2209
כפר הנשיא,מועצה אזורית הגליל העליון,2014_3,0,1,2210
כפר הנשיא,מועצה אזורית הגליל העליון,2014_4,1.0,1,2211
כפר הנשיא,מועצה אזורית הגליל העליון,2015_1,0,1,2212
כפר הנשיא,מועצה אזורית הגליל העליון,2015_2,0,1,2213
כפר הנשיא,מועצה אזורית הגליל העליון,2015_3,1.0,1,2214
כפר הנשיא,מועצה אזורית הגליל העליון,2015_4,0,1,2215
כפר הנשיא,מועצה אזורית הגליל העליון,2016_1,0,1,2216
כפר הנשיא,מועצה אזורית הגליל העליון,2016_2,0,1,2217
כפר הנשיא,מועצה אזורית הגליל העליון,2016_3,0,1,2218
כפר הנשיא,מועצה אזורית הגליל העליון,2016_4,0,1,2219
כפר הנשיא,מועצה אזורית הגליל העליון,2017_1,0,1,2220
כפר הנשיא,מועצה אזורית הגליל העליון,2017_2,0,1,2221
כפר הס,מועצה אזורית לב השרון,2012_1,0,1,2222
כפר הס,מועצה אזורית לב השרון,2012_2,4.0,1,2223
כפר הס,מועצה אזורית לב השרון,2012_3,10.0,1,2224
כפר הס,מועצה אזורית לב השרון,2012_4,3.0,1,2225
כפר הס,מועצה אזורית לב השרון,2013_1,1.0,1,2226
כפר הס,מועצה אזורית לב השרון,2013_2,2.0,1,2227
כפר הס,מועצה אזורית לב השרון,2013_3,0,1,2228
כפר הס,מועצה אזורית לב השרון,2013_4,0,1,2229
כפר הס,מועצה אזורית לב השרון,2014_1,3.0,1,2230
כפר הס,מועצה אזורית לב השרון,2014_2,3.0,1,2231
כפר הס,מועצה אזורית לב השרון,2014_3,5.0,1,2232
כפר הס,מועצה אזורית לב השרון,2014_4,3.0,1,2233
כפר הס,מועצה אזורית לב השרון,2015_1,4.0,1,2234
כפר הס,מועצה אזורית לב השרון,2015_2,7.0,1,2235
כפר הס,מועצה אזורית לב השרון,2015_3,3.0,1,2236
כפר הס,מועצה אזורית לב השרון,2015_4,1.0,1,2237
כפר הס,מועצה אזורית לב השרון,2016_1,0,1,2238
כפר הס,מועצה אזורית לב השרון,2016_2,0,1,2239
כפר הס,מועצה אזורית לב השרון,2016_3,4.0,1,2240
כפר הס,מועצה אזורית לב השרון,2016_4,1.0,1,2241
כפר הס,מועצה אזורית לב השרון,2017_1,1.0,1,2242
כפר הס,מועצה אזורית לב השרון,2017_2,0,1,2243
כפר הרא''ה,מועצה אזורית עמק חפר,2012_1,0,1,2244
כפר הרא''ה,מועצה אזורית עמק חפר,2012_2,0,1,2245
כפר הרא''ה,מועצה אזורית עמק חפר,2012_3,0,1,2246
כפר הרא''ה,מועצה אזורית עמק חפר,2012_4,0,1,2247
כפר הרא''ה,מועצה אזורית עמק חפר,2013_1,1.0,1,2248
כפר הרא''ה,מועצה אזורית עמק חפר,2013_2,0,1,2249
כפר הרא''ה,מועצה אזורית עמק חפר,2013_3,0,1,2250
כפר הרא''ה,מועצה אזורית עמק חפר,2013_4,0,1,2251
כפר הרא''ה,מועצה אזורית עמק חפר,2014_1,0,1,2252
כפר הרא''ה,מועצה אזורית עמק חפר,2014_2,0,1,2253
כפר הרא''ה,מועצה אזורית עמק חפר,2014_3,0,1,2254
כפר הרא''ה,מועצה אזורית עמק חפר,2014_4,0,1,2255
כפר הרא''ה,מועצה אזורית עמק חפר,2015_1,0,1,2256
כפר הרא''ה,מועצה אזורית עמק חפר,2015_2,0,1,2257
כפר הרא''ה,מועצה אזורית עמק חפר,2015_3,0,1,2258
כפר הרא''ה,מועצה אזורית עמק חפר,2015_4,0,1,2259
כפר הרא''ה,מועצה אזורית עמק חפר,2016_1,0,1,2260
כפר הרא''ה,מועצה אזורית עמק חפר,2016_2,2.0,1,2261
כפר הרא''ה,מועצה אזורית עמק חפר,2016_3,0,1,2262
כפר הרא''ה,מועצה אזורית עמק חפר,2016_4,0,1,2263
כפר הרא''ה,מועצה אזורית עמק חפר,2017_1,0,1,2264
כפר הרא''ה,מועצה אזורית עמק חפר,2017_2,0,1,2265
כפר הרי''ף,מועצה אזורית יואב,2012_1,0,1,2266
כפר הרי''ף,מועצה אזורית יואב,2012_2,0,1,2267
כפר הרי''ף,מועצה אזורית יואב,2012_3,0,1,2268
כפר הרי''ף,מועצה אזורית יואב,2012_4,2.0,1,2269
כפר הרי''ף,מועצה אזורית יואב,2013_1,6.0,1,2270
כפר הרי''ף,מועצה אזורית יואב,2013_2,1.0,1,2271
כפר הרי''ף,מועצה אזורית יואב,2013_3,0,1,2272
כפר הרי''ף,מועצה אזורית יואב,2013_4,3.0,1,2273
כפר הרי''ף,מועצה אזורית יואב,2014_1,0,1,2274
כפר הרי''ף,מועצה אזורית יואב,2014_2,0,1,2275
כפר הרי''ף,מועצה אזורית יואב,2014_3,0,1,2276
כפר הרי''ף,מועצה אזורית יואב,2014_4,0,1,2277
כפר הרי''ף,מועצה אזורית יואב,2015_1,0,1,2278
כפר הרי''ף,מועצה אזורית יואב,2015_2,0,1,2279
כפר הרי''ף,מועצה אזורית יואב,2015_3,0,1,2280
כפר הרי''ף,מועצה אזורית יואב,2015_4,0,1,2281
כפר הרי''ף,מועצה אזורית יואב,2016_1,0,1,2282
כפר הרי''ף,מועצה אזורית יואב,2016_2,0,1,2283
כפר הרי''ף,מועצה אזורית יואב,2016_3,0,1,2284
כפר הרי''ף,מועצה אזורית יואב,2016_4,0,1,2285
כפר הרי''ף,מועצה אזורית יואב,2017_1,0,1,2286
כפר הרי''ף,מועצה אזורית יואב,2017_2,0,1,2287
כפר ויתקין,מועצה אזורית עמק חפר,2012_1,5.0,1,2288
כפר ויתקין,מועצה אזורית עמק חפר,2012_2,2.0,1,2289
כפר ויתקין,מועצה אזורית עמק חפר,2012_3,7.0,1,2290
כפר ויתקין,מועצה אזורית עמק חפר,2012_4,1.0,1,2291
כפר ויתקין,מועצה אזורית עמק חפר,2013_1,4.0,1,2292
כפר ויתקין,מועצה אזורית עמק חפר,2013_2,0,1,2293
כפר ויתקין,מועצה אזורית עמק חפר,2013_3,3.0,1,2294
כפר ויתקין,מועצה אזורית עמק חפר,2013_4,0,1,2295
כפר ויתקין,מועצה אזורית עמק חפר,2014_1,1.0,1,2296
כפר ויתקין,מועצה אזורית עמק חפר,2014_2,2.0,1,2297
כפר ויתקין,מועצה אזורית עמק חפר,2014_3,0,1,2298
כפר ויתקין,מועצה אזורית עמק חפר,2014_4,0,1,2299
כפר ויתקין,מועצה אזורית עמק חפר,2015_1,0,1,2300
כפר ויתקין,מועצה אזורית עמק חפר,2015_2,1.0,1,2301
כפר ויתקין,מועצה אזורית עמק חפר,2015_3,0,1,2302
כפר ויתקין,מועצה אזורית עמק חפר,2015_4,0,1,2303
כפר ויתקין,מועצה אזורית עמק חפר,2016_1,1.0,1,2304
כפר ויתקין,מועצה אזורית עמק חפר,2016_2,2.0,1,2305
כפר ויתקין,מועצה אזורית עמק חפר,2016_3,16.0,1,2306
כפר ויתקין,מועצה אזורית עמק חפר,2016_4,2.0,1,2307
כפר ויתקין,מועצה אזורית עמק חפר,2017_1,1.0,1,2308
כפר ויתקין,מועצה אזורית עמק חפר,2017_2,0,1,2309
כפר ורבורג,מועצה אזורית באר טוביה,2012_1,1.0,1,2310
כפר ורבורג,מועצה אזורית באר טוביה,2012_2,0,1,2311
כפר ורבורג,מועצה אזורית באר טוביה,2012_3,0,1,2312
כפר ורבורג,מועצה אזורית באר טוביה,2012_4,2.0,1,2313
כפר ורבורג,מועצה אזורית באר טוביה,2013_1,0,1,2314
כפר ורבורג,מועצה אזורית באר טוביה,2013_2,2.0,1,2315
כפר ורבורג,מועצה אזורית באר טוביה,2013_3,4.0,1,2316
כפר ורבורג,מועצה אזורית באר טוביה,2013_4,2.0,1,2317
כפר ורבורג,מועצה אזורית באר טוביה,2014_1,3.0,1,2318
כפר ורבורג,מועצה אזורית באר טוביה,2014_2,0,1,2319
כפר ורבורג,מועצה אזורית באר טוביה,2014_3,1.0,1,2320
כפר ורבורג,מועצה אזורית באר טוביה,2014_4,1.0,1,2321
כפר ורבורג,מועצה אזורית באר טוביה,2015_1,0,1,2322
כפר ורבורג,מועצה אזורית באר טוביה,2015_2,0,1,2323
כפר ורבורג,מועצה אזורית באר טוביה,2015_3,2.0,1,2324
כפר ורבורג,מועצה אזורית באר טוביה,2015_4,0,1,2325
כפר ורבורג,מועצה אזורית באר טוביה,2016_1,0,1,2326
כפר ורבורג,מועצה אזורית באר טוביה,2016_2,2.0,1,2327
